"id","code","name","description","rate_type","regular_taxation","presumed_credit","credit_reversal","tax_ibs_id:id","tax_cbs_id:id"
"tax_classification_000000","000000","SEM Situações tributada pelo IBS e CBS.","SEM Situações tributadas pelo IBS e CBS.","2","False","False","False","False","False"
