id,code,exception,tax_classification
__export__.l10n_br_fiscal_ncm_14504_6eb1c2cc,2925.29.19,,l10n_br_fiscal.tax_classification_200033
__export__.l10n_br_fiscal_ncm_14505_f12a60da,2925.29.21,,
__export__.l10n_br_fiscal_ncm_14506_83a86874,2925.29.22,,
__export__.l10n_br_fiscal_ncm_14507_a6f115b4,2925.29.23,,
__export__.l10n_br_fiscal_ncm_14508_cb5dd323,2925.29.29,,
__export__.l10n_br_fiscal_ncm_14509_a63e537c,2925.29.30,,
__export__.l10n_br_fiscal_ncm_14510_a59c2484,2925.29.40,,
__export__.l10n_br_fiscal_ncm_14511_413fc5fe,2925.29.50,,
__export__.l10n_br_fiscal_ncm_14512_aaaad73a,2925.29.90,,
__export__.l10n_br_fiscal_ncm_14513_c8b83126,2926.10.00,,
__export__.l10n_br_fiscal_ncm_14514_724b1bd8,2926.20.00,,
__export__.l10n_br_fiscal_ncm_14515_1c0652cd,2926.30.11,,
__export__.l10n_br_fiscal_ncm_14516_b3b97553,2926.30.12,,
__export__.l10n_br_fiscal_ncm_14517_acd50526,2926.30.20,,
__export__.l10n_br_fiscal_ncm_14518_be400eff,2926.40.00,,
__export__.l10n_br_fiscal_ncm_14519_1f1e1b04,2926.90.11,,
__export__.l10n_br_fiscal_ncm_14520_27fd790b,2926.90.12,,
__export__.l10n_br_fiscal_ncm_14521_1fe141d0,2926.90.19,,
__export__.l10n_br_fiscal_ncm_14522_f3f69401,2926.90.21,,
__export__.l10n_br_fiscal_ncm_14523_13c13bbc,2926.90.22,,
__export__.l10n_br_fiscal_ncm_14524_c6f9bbaa,2926.90.23,,
__export__.l10n_br_fiscal_ncm_14525_c0fdf1b9,2926.90.24,,
__export__.l10n_br_fiscal_ncm_14526_59735e4d,2926.90.25,,
__export__.l10n_br_fiscal_ncm_14527_9e4d5104,2926.90.26,,
__export__.l10n_br_fiscal_ncm_14528_f9f15d81,2926.90.29,,
__export__.l10n_br_fiscal_ncm_14529_027743e3,2926.90.30,,
__export__.l10n_br_fiscal_ncm_14530_93c4b53d,2926.90.91,,
__export__.l10n_br_fiscal_ncm_14531_adb35c77,2926.90.92,,
__export__.l10n_br_fiscal_ncm_14532_5db04398,2926.90.93,,
__export__.l10n_br_fiscal_ncm_14533_3f528b03,2926.90.95,,
__export__.l10n_br_fiscal_ncm_14534_73348686,2926.90.96,,
__export__.l10n_br_fiscal_ncm_14535_08911b66,2926.90.99,,
__export__.l10n_br_fiscal_ncm_14536_75b95699,2927.00.10,,
__export__.l10n_br_fiscal_ncm_14537_8784a5ce,2927.00.21,,
__export__.l10n_br_fiscal_ncm_14538_9f0d8786,2927.00.29,,
__export__.l10n_br_fiscal_ncm_14539_0044617e,2927.00.30,,
__export__.l10n_br_fiscal_ncm_14540_33ebf3aa,2928.00.11,,
__export__.l10n_br_fiscal_ncm_14541_2ce7a89a,2928.00.19,,
__export__.l10n_br_fiscal_ncm_14542_e3ecac1b,2928.00.20,,
__export__.l10n_br_fiscal_ncm_14543_add60182,2928.00.30,,
__export__.l10n_br_fiscal_ncm_14544_f03280dd,2928.00.41,,
__export__.l10n_br_fiscal_ncm_14545_09eef3f5,2928.00.42,,
__export__.l10n_br_fiscal_ncm_14546_26fa2e6e,2928.00.90,,
__export__.l10n_br_fiscal_ncm_14547_2c9ddddc,2929.10.10,,
__export__.l10n_br_fiscal_ncm_14548_b2270e41,2929.10.21,,
__export__.l10n_br_fiscal_ncm_14549_e7c9e267,2929.10.29,,
__export__.l10n_br_fiscal_ncm_14550_539405a3,2929.10.30,,
__export__.l10n_br_fiscal_ncm_14551_d12cb6c5,2929.10.90,,
__export__.l10n_br_fiscal_ncm_14552_122abf8f,2929.90.11,,
__export__.l10n_br_fiscal_ncm_14553_b4cdcf0d,2929.90.12,,
__export__.l10n_br_fiscal_ncm_14554_a2471f5f,2929.90.19,,
__export__.l10n_br_fiscal_ncm_14555_39ec6a93,2929.90.21,,
__export__.l10n_br_fiscal_ncm_14556_e9067625,2929.90.22,,
__export__.l10n_br_fiscal_ncm_14557_bfbf233f,2929.90.29,,
__export__.l10n_br_fiscal_ncm_14558_1774f34e,2929.90.90,,
__export__.l10n_br_fiscal_ncm_14559_7d5d9a06,2930.10.00,,
__export__.l10n_br_fiscal_ncm_14560_6330a3ff,2930.20.11,,
__export__.l10n_br_fiscal_ncm_14561_27e5b2c0,2930.20.12,,
__export__.l10n_br_fiscal_ncm_14562_3d6c441a,2930.20.13,,
__export__.l10n_br_fiscal_ncm_14563_e52d6f71,2930.20.19,,
__export__.l10n_br_fiscal_ncm_14564_0193a1ca,2930.20.21,,
__export__.l10n_br_fiscal_ncm_14565_fcdcb83a,2930.20.22,,
__export__.l10n_br_fiscal_ncm_14566_224dad51,2930.20.23,,
__export__.l10n_br_fiscal_ncm_14567_6b744444,2930.20.24,,
__export__.l10n_br_fiscal_ncm_14568_5ed879f3,2930.20.29,,
__export__.l10n_br_fiscal_ncm_14569_4a680af1,2930.30.11,,
__export__.l10n_br_fiscal_ncm_14570_9ccd8cfe,2930.30.12,,
__export__.l10n_br_fiscal_ncm_14571_2861cfac,2930.30.19,,
__export__.l10n_br_fiscal_ncm_14572_0e09f2d9,2930.30.21,,
__export__.l10n_br_fiscal_ncm_14573_55108387,2930.30.22,,
__export__.l10n_br_fiscal_ncm_14574_952ad743,2930.30.29,,
__export__.l10n_br_fiscal_ncm_14575_07841b11,2930.30.90,,
__export__.l10n_br_fiscal_ncm_14576_8eb2667c,2930.40.10,,l10n_br_fiscal.tax_classification_200033
__export__.l10n_br_fiscal_ncm_14577_41da1d85,2930.40.90,,l10n_br_fiscal.tax_classification_200033
__export__.l10n_br_fiscal_ncm_14578_093e8e9c,2930.60.00,,
__export__.l10n_br_fiscal_ncm_14579_2195551f,2930.70.00,,
__export__.l10n_br_fiscal_ncm_14580_f01941c8,2930.80.10,,
__export__.l10n_br_fiscal_ncm_14581_e94b6607,2930.80.20,,
__export__.l10n_br_fiscal_ncm_14582_809d8e8e,2930.80.30,,
__export__.l10n_br_fiscal_ncm_14583_f46b03be,2930.90.11,,
__export__.l10n_br_fiscal_ncm_14584_835ceb15,2930.90.12,,
__export__.l10n_br_fiscal_ncm_14585_909b53bc,2930.90.13,,
__export__.l10n_br_fiscal_ncm_14586_58aebed0,2930.90.19,,
__export__.l10n_br_fiscal_ncm_14587_81a0e713,2930.90.21,,
__export__.l10n_br_fiscal_ncm_14588_57e7e811,2930.90.22,,
__export__.l10n_br_fiscal_ncm_14589_2bf59501,2930.90.23,,
__export__.l10n_br_fiscal_ncm_14590_e7a4563f,2930.90.29,,
__export__.l10n_br_fiscal_ncm_14591_b69d6ade,2930.90.31,,
__export__.l10n_br_fiscal_ncm_14592_3464ab00,2930.90.32,,
__export__.l10n_br_fiscal_ncm_14593_940cfbda,2930.90.33,,
__export__.l10n_br_fiscal_ncm_14594_281d537b,2930.90.34,,
__export__.l10n_br_fiscal_ncm_14595_f7b80286,2930.90.35,,
__export__.l10n_br_fiscal_ncm_14596_8cf6caf4,2930.90.36,,
__export__.l10n_br_fiscal_ncm_14597_614e60ef,2930.90.37,,
__export__.l10n_br_fiscal_ncm_14598_03273df2,2930.90.39,,l10n_br_fiscal.tax_classification_200033
__export__.l10n_br_fiscal_ncm_14599_a571d025,2930.90.41,,
__export__.l10n_br_fiscal_ncm_14600_731edef7,2930.90.42,,
__export__.l10n_br_fiscal_ncm_14601_8c95e942,2930.90.43,,
__export__.l10n_br_fiscal_ncm_14602_a7cf37c8,2930.90.49,,
__export__.l10n_br_fiscal_ncm_14603_8f17924d,2930.90.51,,
__export__.l10n_br_fiscal_ncm_14604_b50e6449,2930.90.52,,
__export__.l10n_br_fiscal_ncm_14605_57f7c2a4,2930.90.53,,
__export__.l10n_br_fiscal_ncm_14606_65435739,2930.90.54,,
__export__.l10n_br_fiscal_ncm_14607_f987312d,2930.90.57,,
__export__.l10n_br_fiscal_ncm_14608_02c305ba,2930.90.59,,
__export__.l10n_br_fiscal_ncm_14609_4465b8e1,2930.90.61,,
__export__.l10n_br_fiscal_ncm_14610_4d3228bb,2930.90.69,,
__export__.l10n_br_fiscal_ncm_14611_6af83845,2930.90.71,,
__export__.l10n_br_fiscal_ncm_14612_9c35e8da,2930.90.72,,
__export__.l10n_br_fiscal_ncm_14613_141d6300,2930.90.79,,
__export__.l10n_br_fiscal_ncm_14614_8be119e8,2930.90.81,,
__export__.l10n_br_fiscal_ncm_14615_a993aa72,2930.90.82,,
__export__.l10n_br_fiscal_ncm_14616_9897f115,2930.90.83,,
__export__.l10n_br_fiscal_ncm_14617_4f28d672,2930.90.84,,
__export__.l10n_br_fiscal_ncm_14618_fddfb976,2930.90.85,,
__export__.l10n_br_fiscal_ncm_14619_ef95ba98,2930.90.86,,
__export__.l10n_br_fiscal_ncm_14620_70fb00f4,2930.90.87,,
__export__.l10n_br_fiscal_ncm_14621_b36ebf5c,2930.90.88,,
__export__.l10n_br_fiscal_ncm_14622_4cb8d8f4,2930.90.89,,
__export__.l10n_br_fiscal_ncm_14623_53b9fae4,2930.90.91,,
__export__.l10n_br_fiscal_ncm_14624_7e8408b3,2930.90.93,,
__export__.l10n_br_fiscal_ncm_14625_0c83bc06,2930.90.94,,
__export__.l10n_br_fiscal_ncm_14626_de950165,2930.90.95,,
__export__.l10n_br_fiscal_ncm_14627_3cf8a85a,2930.90.96,,
__export__.l10n_br_fiscal_ncm_14628_0c3c7352,2930.90.97,,
__export__.l10n_br_fiscal_ncm_14629_964918e7,2930.90.98,,
__export__.l10n_br_fiscal_ncm_14630_03a07316,2930.90.99,,
__export__.l10n_br_fiscal_ncm_14631_2948cf33,2931.10.00,,
__export__.l10n_br_fiscal_ncm_14632_534d6ad1,2931.20.00,,
__export__.l10n_br_fiscal_ncm_14633_263cecb1,2931.41.00,,
__export__.l10n_br_fiscal_ncm_14634_200d6531,2931.42.00,,
__export__.l10n_br_fiscal_ncm_14635_04a75a84,2931.43.00,,
__export__.l10n_br_fiscal_ncm_14636_f4a34346,2931.44.00,,
__export__.l10n_br_fiscal_ncm_14637_cd1f22c4,2931.45.00,,
__export__.l10n_br_fiscal_ncm_14638_b2d2777b,2931.46.00,,
__export__.l10n_br_fiscal_ncm_14639_30e69405,2931.47.00,,
__export__.l10n_br_fiscal_ncm_14640_61b3190c,2931.48.00,,
__export__.l10n_br_fiscal_ncm_14641_d031bc0a,2931.49.11,,
__export__.l10n_br_fiscal_ncm_14642_40a2932d,2931.49.12,,
__export__.l10n_br_fiscal_ncm_14643_b6ee9a73,2931.49.13,,
__export__.l10n_br_fiscal_ncm_14644_1cf6e93d,2931.49.14,,
__export__.l10n_br_fiscal_ncm_14645_bc0090cd,2931.49.15,,
__export__.l10n_br_fiscal_ncm_14646_c0038876,2931.49.16,,
__export__.l10n_br_fiscal_ncm_14647_7a68ba98,2931.49.20,,
__export__.l10n_br_fiscal_ncm_14648_be1e4f9d,2931.49.30,,
__export__.l10n_br_fiscal_ncm_14649_f48b1d75,2931.49.40,,
__export__.l10n_br_fiscal_ncm_14650_2f7f44d2,2931.49.90,,
__export__.l10n_br_fiscal_ncm_14651_6248d05f,2931.51.00,,
__export__.l10n_br_fiscal_ncm_14652_bbe07562,2931.52.00,,
__export__.l10n_br_fiscal_ncm_14653_c373d35b,2931.53.00,,
__export__.l10n_br_fiscal_ncm_14654_ef2a4ee4,2931.54.00,,
__export__.l10n_br_fiscal_ncm_14655_50c9f839,2931.59.11,,
__export__.l10n_br_fiscal_ncm_14656_7a537583,2931.59.12,,
__export__.l10n_br_fiscal_ncm_14657_3de63d67,2931.59.13,,
__export__.l10n_br_fiscal_ncm_14658_1377bba1,2931.59.91,,
__export__.l10n_br_fiscal_ncm_14659_c29e90c9,2931.59.92,,
__export__.l10n_br_fiscal_ncm_14660_6d7cb696,2931.59.93,,
__export__.l10n_br_fiscal_ncm_14661_9e16b838,2931.59.94,,
__export__.l10n_br_fiscal_ncm_14662_15f92480,2931.59.99,,
__export__.l10n_br_fiscal_ncm_14663_4cd628a6,2931.90.21,,
__export__.l10n_br_fiscal_ncm_14664_71bb923e,2931.90.29,,
__export__.l10n_br_fiscal_ncm_14665_3e9a8254,2931.90.41,,
__export__.l10n_br_fiscal_ncm_14666_0c25c8c5,2931.90.42,,
__export__.l10n_br_fiscal_ncm_14667_673f2a1a,2931.90.43,,
__export__.l10n_br_fiscal_ncm_14668_3b31c320,2931.90.44,,
__export__.l10n_br_fiscal_ncm_14669_408e9f9c,2931.90.45,,
__export__.l10n_br_fiscal_ncm_14670_43b69afb,2931.90.46,,
__export__.l10n_br_fiscal_ncm_14671_89c6ee97,2931.90.49,,
__export__.l10n_br_fiscal_ncm_14672_f678035f,2931.90.51,,
__export__.l10n_br_fiscal_ncm_14673_c7adf13b,2931.90.52,,
__export__.l10n_br_fiscal_ncm_14674_f27c8f1b,2931.90.53,,
__export__.l10n_br_fiscal_ncm_14675_9fa90912,2931.90.54,,
__export__.l10n_br_fiscal_ncm_14676_2830b70b,2931.90.59,,
__export__.l10n_br_fiscal_ncm_14677_190edfde,2931.90.61,,
__export__.l10n_br_fiscal_ncm_14678_58ae9da7,2931.90.62,,
__export__.l10n_br_fiscal_ncm_14679_7f9b0274,2931.90.69,,
__export__.l10n_br_fiscal_ncm_14680_3f2f0ecd,2931.90.90,,
__export__.l10n_br_fiscal_ncm_14681_e801aef5,2932.11.00,,
__export__.l10n_br_fiscal_ncm_14682_708cb492,2932.12.00,,
__export__.l10n_br_fiscal_ncm_14683_37c532cc,2932.13.10,,
__export__.l10n_br_fiscal_ncm_14684_1824af61,2932.13.20,,
__export__.l10n_br_fiscal_ncm_14685_8e69e4ff,2932.14.00,,
__export__.l10n_br_fiscal_ncm_14686_9a6fc6e4,2932.19.10,,
__export__.l10n_br_fiscal_ncm_14687_4a3f23fb,2932.19.20,,
__export__.l10n_br_fiscal_ncm_14688_d6985957,2932.19.30,,
__export__.l10n_br_fiscal_ncm_14689_826dc9dd,2932.19.40,,
__export__.l10n_br_fiscal_ncm_14690_3a9eb143,2932.19.50,,
__export__.l10n_br_fiscal_ncm_14691_81db475f,2932.19.90,,
__export__.l10n_br_fiscal_ncm_14692_086a5b77,2932.20.00,,
__export__.l10n_br_fiscal_ncm_14693_2be96e48,2932.91.00,,
__export__.l10n_br_fiscal_ncm_14694_1e96519c,2932.92.00,,
__export__.l10n_br_fiscal_ncm_14695_08fc8ce7,2932.93.00,,
__export__.l10n_br_fiscal_ncm_14696_2c77323a,2932.94.00,,
__export__.l10n_br_fiscal_ncm_14697_513ac981,2932.95.00,,
__export__.l10n_br_fiscal_ncm_14698_d39dd14b,2932.96.00,,
__export__.l10n_br_fiscal_ncm_14699_302a7697,2932.99.11,,
__export__.l10n_br_fiscal_ncm_14700_c6a9bc1d,2932.99.12,,
__export__.l10n_br_fiscal_ncm_14701_b00ca440,2932.99.13,,
__export__.l10n_br_fiscal_ncm_14702_42da6e9b,2932.99.91,,
__export__.l10n_br_fiscal_ncm_14703_5e08ed4f,2932.99.92,,
__export__.l10n_br_fiscal_ncm_14704_9ca5d5d3,2932.99.93,,
__export__.l10n_br_fiscal_ncm_14705_794ab2ee,2932.99.94,,
__export__.l10n_br_fiscal_ncm_14706_8564852c,2932.99.99,,
__export__.l10n_br_fiscal_ncm_14707_eb88e880,2933.11.11,,
__export__.l10n_br_fiscal_ncm_14708_10124722,2933.11.12,,
__export__.l10n_br_fiscal_ncm_14709_09431a0e,2933.11.19,,
__export__.l10n_br_fiscal_ncm_14710_f90483e9,2933.11.20,,
__export__.l10n_br_fiscal_ncm_14711_b1efa4ed,2933.11.90,,
__export__.l10n_br_fiscal_ncm_14712_a5505b9f,2933.19.11,,
__export__.l10n_br_fiscal_ncm_14713_6aa3da42,2933.19.19,,
__export__.l10n_br_fiscal_ncm_14714_e6278603,2933.19.90,,
__export__.l10n_br_fiscal_ncm_14715_1002327a,2933.21.10,,
__export__.l10n_br_fiscal_ncm_14716_f509b88a,2933.21.21,,
__export__.l10n_br_fiscal_ncm_14717_a65cde8e,2933.21.29,,
__export__.l10n_br_fiscal_ncm_14718_aedc273a,2933.21.90,,
__export__.l10n_br_fiscal_ncm_14719_8fdd9f33,2933.29.11,,
__export__.l10n_br_fiscal_ncm_14720_664c4a7e,2933.29.12,,
__export__.l10n_br_fiscal_ncm_14721_7a24fc8e,2933.29.13,,
__export__.l10n_br_fiscal_ncm_14722_ce2c9ef4,2933.29.19,,
__export__.l10n_br_fiscal_ncm_14723_9c42f5e4,2933.29.21,,
__export__.l10n_br_fiscal_ncm_14724_b52a4a63,2933.29.22,,
__export__.l10n_br_fiscal_ncm_14725_a2cd6afc,2933.29.23,,
__export__.l10n_br_fiscal_ncm_14726_b5092486,2933.29.24,,
__export__.l10n_br_fiscal_ncm_14727_3b54a31d,2933.29.25,,
__export__.l10n_br_fiscal_ncm_14728_b1412b66,2933.29.29,,
__export__.l10n_br_fiscal_ncm_14729_a4fdbf47,2933.29.30,,
__export__.l10n_br_fiscal_ncm_14730_c5e33051,2933.29.40,,
__export__.l10n_br_fiscal_ncm_14731_ca3ce12d,2933.29.91,,
__export__.l10n_br_fiscal_ncm_14732_0d3d452e,2933.29.92,,l10n_br_fiscal.tax_classification_200033
__export__.l10n_br_fiscal_ncm_14733_9b9886e0,2933.29.93,,
__export__.l10n_br_fiscal_ncm_14734_ed4661d9,2933.29.94,,
__export__.l10n_br_fiscal_ncm_14735_109946ca,2933.29.95,,
__export__.l10n_br_fiscal_ncm_14736_422e7f65,2933.29.99,,
__export__.l10n_br_fiscal_ncm_14737_ce554147,2933.31.10,,
__export__.l10n_br_fiscal_ncm_14738_426dcdf7,2933.31.20,,
__export__.l10n_br_fiscal_ncm_14739_e6902217,2933.32.00,,
__export__.l10n_br_fiscal_ncm_14740_9f96e49c,2933.33.11,,
__export__.l10n_br_fiscal_ncm_14741_ccd03890,2933.33.12,,
__export__.l10n_br_fiscal_ncm_14742_a8074577,2933.33.19,,
__export__.l10n_br_fiscal_ncm_14743_7d8a69a3,2933.33.21,,
__export__.l10n_br_fiscal_ncm_14744_a888de20,2933.33.22,,
__export__.l10n_br_fiscal_ncm_14745_2ca01d32,2933.33.29,,
__export__.l10n_br_fiscal_ncm_14746_5400fb91,2933.33.31,,
__export__.l10n_br_fiscal_ncm_14747_fa4749fe,2933.33.32,,
__export__.l10n_br_fiscal_ncm_14748_4dd057d9,2933.33.39,,
__export__.l10n_br_fiscal_ncm_14749_5e1f1bb7,2933.33.41,,
__export__.l10n_br_fiscal_ncm_14750_51a7e0da,2933.33.42,,
__export__.l10n_br_fiscal_ncm_14751_ce567258,2933.33.49,,
__export__.l10n_br_fiscal_ncm_14752_45b0a2ad,2933.33.51,,
__export__.l10n_br_fiscal_ncm_14753_4de3e729,2933.33.52,,
__export__.l10n_br_fiscal_ncm_14754_56614bbe,2933.33.59,,
__export__.l10n_br_fiscal_ncm_14755_7767c7d0,2933.33.61,,
__export__.l10n_br_fiscal_ncm_14756_e2be1abe,2933.33.62,,
__export__.l10n_br_fiscal_ncm_14757_f4e64c3c,2933.33.63,,
__export__.l10n_br_fiscal_ncm_14758_37e0005e,2933.33.69,,
__export__.l10n_br_fiscal_ncm_14759_32e0553a,2933.33.71,,
__export__.l10n_br_fiscal_ncm_14760_695d3698,2933.33.72,,
__export__.l10n_br_fiscal_ncm_14761_95a3be50,2933.33.79,,
__export__.l10n_br_fiscal_ncm_14762_73341fd2,2933.33.81,,
__export__.l10n_br_fiscal_ncm_14763_3ad67a8b,2933.33.82,,
__export__.l10n_br_fiscal_ncm_14764_a33031e8,2933.33.83,,
__export__.l10n_br_fiscal_ncm_14765_44760fbe,2933.33.84,,
__export__.l10n_br_fiscal_ncm_14766_459e9013,2933.33.89,,
__export__.l10n_br_fiscal_ncm_14767_38dc0df9,2933.33.91,,
__export__.l10n_br_fiscal_ncm_14768_8a06996e,2933.33.92,,
__export__.l10n_br_fiscal_ncm_14769_7e8c6b24,2933.33.93,,
__export__.l10n_br_fiscal_ncm_14770_51f35822,2933.33.94,,
__export__.l10n_br_fiscal_ncm_14771_580a65f7,2933.33.99,,
__export__.l10n_br_fiscal_ncm_14772_ce4cfdf0,2933.34.00,,
__export__.l10n_br_fiscal_ncm_14773_1c193130,2933.35.00,,
__export__.l10n_br_fiscal_ncm_14774_201da273,2933.36.00,,
__export__.l10n_br_fiscal_ncm_14775_994e3755,2933.37.00,,
__export__.l10n_br_fiscal_ncm_14776_5f0b1d45,2933.39.12,,
__export__.l10n_br_fiscal_ncm_14777_0102d0c0,2933.39.13,,
__export__.l10n_br_fiscal_ncm_14778_2d25880b,2933.39.14,,
__export__.l10n_br_fiscal_ncm_14779_ba3eb149,2933.39.15,,
__export__.l10n_br_fiscal_ncm_14780_fec60746,2933.39.19,,
__export__.l10n_br_fiscal_ncm_14781_43633658,2933.39.21,,
__export__.l10n_br_fiscal_ncm_14782_b17a6b54,2933.39.22,,
__export__.l10n_br_fiscal_ncm_14783_70b66edc,2933.39.23,,
__export__.l10n_br_fiscal_ncm_14784_6c42a712,2933.39.24,,
__export__.l10n_br_fiscal_ncm_14785_ce7666cf,2933.39.25,,
__export__.l10n_br_fiscal_ncm_14786_a892ff21,2933.39.29,,
__export__.l10n_br_fiscal_ncm_14787_72fe356f,2933.39.31,,
__export__.l10n_br_fiscal_ncm_14788_5f61f350,2933.39.32,,
__export__.l10n_br_fiscal_ncm_14789_a5288500,2933.39.33,,
__export__.l10n_br_fiscal_ncm_14790_c7afddda,2933.39.34,,
__export__.l10n_br_fiscal_ncm_14791_15a3c493,2933.39.35,,
__export__.l10n_br_fiscal_ncm_14792_0df54071,2933.39.37,,
__export__.l10n_br_fiscal_ncm_14793_debeb27c,2933.39.39,,
__export__.l10n_br_fiscal_ncm_14794_10c3f341,2933.39.43,,
__export__.l10n_br_fiscal_ncm_14795_a15950d9,2933.39.44,,
__export__.l10n_br_fiscal_ncm_14796_9b3baa61,2933.39.45,,
__export__.l10n_br_fiscal_ncm_14797_a08d4a6f,2933.39.46,,
__export__.l10n_br_fiscal_ncm_14798_e3b13aa4,2933.39.48,,
__export__.l10n_br_fiscal_ncm_14799_2765fc09,2933.39.49,,
__export__.l10n_br_fiscal_ncm_14800_6df3c4f4,2933.39.81,,
__export__.l10n_br_fiscal_ncm_14801_77ca4186,2933.39.82,,
__export__.l10n_br_fiscal_ncm_14802_cfa96aa0,2933.39.83,,
__export__.l10n_br_fiscal_ncm_14803_cd6bbfab,2933.39.84,,
__export__.l10n_br_fiscal_ncm_14804_b29f4e4d,2933.39.89,,
__export__.l10n_br_fiscal_ncm_14805_2745a5ac,2933.39.91,,
__export__.l10n_br_fiscal_ncm_14806_b7a815ac,2933.39.92,,
__export__.l10n_br_fiscal_ncm_14807_27df0252,2933.39.93,,
__export__.l10n_br_fiscal_ncm_14808_d22194de,2933.39.94,,
__export__.l10n_br_fiscal_ncm_14809_2fd0a2c6,2933.39.99,,
__export__.l10n_br_fiscal_ncm_14810_4db76976,2933.41.10,,
__export__.l10n_br_fiscal_ncm_14811_59fa7425,2933.41.20,,
__export__.l10n_br_fiscal_ncm_14812_03bd11a7,2933.49.11,,
__export__.l10n_br_fiscal_ncm_14813_8a955c34,2933.49.12,,
__export__.l10n_br_fiscal_ncm_14814_c5b0c30d,2933.49.13,,
__export__.l10n_br_fiscal_ncm_14815_19952cb8,2933.49.19,,
__export__.l10n_br_fiscal_ncm_14816_39fe950e,2933.49.20,,
__export__.l10n_br_fiscal_ncm_14817_a1fd813b,2933.49.30,,
__export__.l10n_br_fiscal_ncm_14818_9ac3f131,2933.49.40,,
__export__.l10n_br_fiscal_ncm_14819_2fbe9515,2933.49.90,,
__export__.l10n_br_fiscal_ncm_14820_efc553d2,2933.52.00,,
__export__.l10n_br_fiscal_ncm_14821_dd809fe1,2933.53.11,,
__export__.l10n_br_fiscal_ncm_14822_2a0b073c,2933.53.12,,
__export__.l10n_br_fiscal_ncm_14823_05018afe,2933.53.21,,
__export__.l10n_br_fiscal_ncm_14824_0b769cfa,2933.53.22,,
__export__.l10n_br_fiscal_ncm_14825_ccf8fb6f,2933.53.23,,
__export__.l10n_br_fiscal_ncm_14826_bc4f34b4,2933.53.30,,
__export__.l10n_br_fiscal_ncm_14827_c128b319,2933.53.40,,
__export__.l10n_br_fiscal_ncm_14828_c68a2f9c,2933.53.50,,
__export__.l10n_br_fiscal_ncm_14829_d9ef1f46,2933.53.60,,
__export__.l10n_br_fiscal_ncm_14830_f1f5210e,2933.53.71,,
__export__.l10n_br_fiscal_ncm_14831_bc159411,2933.53.72,,
__export__.l10n_br_fiscal_ncm_14832_caa86d6b,2933.53.80,,
__export__.l10n_br_fiscal_ncm_14833_9f414dea,2933.54.00,,
__export__.l10n_br_fiscal_ncm_14834_a23a6a07,2933.55.10,,
__export__.l10n_br_fiscal_ncm_14835_687aed27,2933.55.20,,
__export__.l10n_br_fiscal_ncm_14836_7cc93fbb,2933.55.30,,
__export__.l10n_br_fiscal_ncm_14837_9e9d2fec,2933.55.40,,
__export__.l10n_br_fiscal_ncm_14838_8fe28563,2933.59.11,,
__export__.l10n_br_fiscal_ncm_14839_4c9dfd24,2933.59.12,,
__export__.l10n_br_fiscal_ncm_14840_ba9259c2,2933.59.13,,
__export__.l10n_br_fiscal_ncm_14841_3368de26,2933.59.14,,
__export__.l10n_br_fiscal_ncm_14842_bed79d65,2933.59.15,,
__export__.l10n_br_fiscal_ncm_14843_b22c3c53,2933.59.16,,
__export__.l10n_br_fiscal_ncm_14844_c8cb4f1a,2933.59.19,,
__export__.l10n_br_fiscal_ncm_14845_5e8bc05c,2933.59.21,,
__export__.l10n_br_fiscal_ncm_14846_05c0bef1,2933.59.22,,
__export__.l10n_br_fiscal_ncm_14847_ea503593,2933.59.23,,
__export__.l10n_br_fiscal_ncm_14848_1f96b45d,2933.59.29,,
__export__.l10n_br_fiscal_ncm_14849_8b7ef144,2933.59.31,,
__export__.l10n_br_fiscal_ncm_14850_24810372,2933.59.32,,
__export__.l10n_br_fiscal_ncm_14851_3f671746,2933.59.33,,
__export__.l10n_br_fiscal_ncm_14852_7fcc4fea,2933.59.34,,
__export__.l10n_br_fiscal_ncm_14853_368621ab,2933.59.35,,
__export__.l10n_br_fiscal_ncm_14854_18a1e0ec,2933.59.39,,
__export__.l10n_br_fiscal_ncm_14855_73ee2ad5,2933.59.41,,
__export__.l10n_br_fiscal_ncm_14856_6004852b,2933.59.42,,
__export__.l10n_br_fiscal_ncm_14857_6553d015,2933.59.43,,
__export__.l10n_br_fiscal_ncm_14858_692b3276,2933.59.44,,
__export__.l10n_br_fiscal_ncm_14859_762fda35,2933.59.45,,
__export__.l10n_br_fiscal_ncm_14860_2fb5f53c,2933.59.49,,
__export__.l10n_br_fiscal_ncm_14861_fef954d4,2933.59.91,,
__export__.l10n_br_fiscal_ncm_14862_37fa2254,2933.59.92,,
__export__.l10n_br_fiscal_ncm_14863_0eedcb79,2933.59.99,,
__export__.l10n_br_fiscal_ncm_14864_1e4027cb,2933.61.00,,
__export__.l10n_br_fiscal_ncm_14865_318c9b72,2933.69.11,,
__export__.l10n_br_fiscal_ncm_14866_05797a4e,2933.69.12,,
__export__.l10n_br_fiscal_ncm_14867_474c2fef,2933.69.13,,
__export__.l10n_br_fiscal_ncm_14868_3a8616a4,2933.69.14,,
__export__.l10n_br_fiscal_ncm_14869_f671ce90,2933.69.15,,
__export__.l10n_br_fiscal_ncm_14870_6b5b788e,2933.69.16,,
__export__.l10n_br_fiscal_ncm_14871_99e7415a,2933.69.19,,
__export__.l10n_br_fiscal_ncm_14872_d9d79a88,2933.69.21,,
__export__.l10n_br_fiscal_ncm_14873_7cb129de,2933.69.22,,
