id,code,exception,tax_classification
__export__.l10n_br_fiscal_ncm_18838_9e6ed805,7116.20.20,,
__export__.l10n_br_fiscal_ncm_18839_a9f9392f,7116.20.90,,
__export__.l10n_br_fiscal_ncm_18840_77e5da04,7117.11.00,,
__export__.l10n_br_fiscal_ncm_18841_b05f145c,7117.19.00,,
__export__.l10n_br_fiscal_ncm_18842_a65a6447,7117.90.00,,
__export__.l10n_br_fiscal_ncm_18843_c7f5fa80,7118.10.10,,
__export__.l10n_br_fiscal_ncm_18844_9af1f3d8,7118.10.90,,
__export__.l10n_br_fiscal_ncm_18845_ebb63ae5,7118.90.00,,
__export__.l10n_br_fiscal_ncm_18846_32a9ba27,7201.10.00,,
__export__.l10n_br_fiscal_ncm_18847_93b2e662,7201.20.00,,
__export__.l10n_br_fiscal_ncm_18848_efb7d7a9,7201.50.00,,
__export__.l10n_br_fiscal_ncm_18849_373b23c9,7202.11.00,,
__export__.l10n_br_fiscal_ncm_18850_d334a256,7202.19.00,,
__export__.l10n_br_fiscal_ncm_18851_6ff587c2,7202.21.00,,
__export__.l10n_br_fiscal_ncm_18852_b1edc3db,7202.29.00,,
__export__.l10n_br_fiscal_ncm_18853_2d5b8391,7202.30.00,,
__export__.l10n_br_fiscal_ncm_18854_a7b09e89,7202.41.00,,
__export__.l10n_br_fiscal_ncm_18855_fdddd0d3,7202.49.00,,
__export__.l10n_br_fiscal_ncm_18856_41513b60,7202.50.00,,
__export__.l10n_br_fiscal_ncm_18857_e7c062f2,7202.60.00,,
__export__.l10n_br_fiscal_ncm_18858_626569cd,7202.70.00,,
__export__.l10n_br_fiscal_ncm_18859_8a267467,7202.80.00,,
__export__.l10n_br_fiscal_ncm_18860_bd48736d,7202.91.00,,
__export__.l10n_br_fiscal_ncm_18861_1c1aeb66,7202.92.00,,
__export__.l10n_br_fiscal_ncm_18862_eb9e96f5,7202.93.00,,
__export__.l10n_br_fiscal_ncm_18863_50529ce2,7202.99.10,,
__export__.l10n_br_fiscal_ncm_18864_cc5cc152,7202.99.90,,
__export__.l10n_br_fiscal_ncm_18865_e4acfad1,7203.10.00,,
__export__.l10n_br_fiscal_ncm_18866_a68c20b1,7203.90.00,,
__export__.l10n_br_fiscal_ncm_18867_bd4185f4,7204.10.00,,
__export__.l10n_br_fiscal_ncm_18868_ff1bb480,7204.21.00,,
__export__.l10n_br_fiscal_ncm_18869_8b20ca75,7204.29.00,,
__export__.l10n_br_fiscal_ncm_18870_13f13636,7204.30.00,,
__export__.l10n_br_fiscal_ncm_18871_70bd1177,7204.41.00,,
__export__.l10n_br_fiscal_ncm_18872_faf0e925,7204.49.00,,
__export__.l10n_br_fiscal_ncm_18873_012c8b36,7204.50.00,,
__export__.l10n_br_fiscal_ncm_18874_e2adde1a,7205.10.00,,
__export__.l10n_br_fiscal_ncm_18875_ae2ef983,7205.21.00,,
__export__.l10n_br_fiscal_ncm_18876_bd1c5e71,7205.29.10,,
__export__.l10n_br_fiscal_ncm_18877_ba3cf903,7205.29.20,,
__export__.l10n_br_fiscal_ncm_18878_e974bf7a,7205.29.90,,
__export__.l10n_br_fiscal_ncm_18879_4b6f088e,7206.10.00,,
__export__.l10n_br_fiscal_ncm_18880_2b861008,7206.90.00,,
__export__.l10n_br_fiscal_ncm_18881_d83839f7,7207.11.10,,
__export__.l10n_br_fiscal_ncm_18882_092e356b,7207.11.90,,
__export__.l10n_br_fiscal_ncm_18883_13bb4307,7207.12.00,,
__export__.l10n_br_fiscal_ncm_18884_eeb37543,7207.19.00,,
__export__.l10n_br_fiscal_ncm_18885_93e0bda6,7207.20.00,,
__export__.l10n_br_fiscal_ncm_18886_13fb1373,7208.10.00,,
__export__.l10n_br_fiscal_ncm_18887_5d8c2cb0,7208.25.00,,
__export__.l10n_br_fiscal_ncm_18888_830cf236,7208.26.10,,
__export__.l10n_br_fiscal_ncm_18889_93a6ae54,7208.26.90,,
__export__.l10n_br_fiscal_ncm_18890_ad043d3d,7208.27.10,,
__export__.l10n_br_fiscal_ncm_18891_4489c0c9,7208.27.90,,
__export__.l10n_br_fiscal_ncm_18892_babe927e,7208.36.10,,
__export__.l10n_br_fiscal_ncm_18893_0b610b52,7208.36.90,,
__export__.l10n_br_fiscal_ncm_18894_33e52571,7208.37.00,,
__export__.l10n_br_fiscal_ncm_18895_008e4c32,7208.38.10,,
__export__.l10n_br_fiscal_ncm_18896_55ffadde,7208.38.90,,
__export__.l10n_br_fiscal_ncm_18897_5475bddf,7208.39.10,,
__export__.l10n_br_fiscal_ncm_18898_314b1d94,7208.39.90,,
__export__.l10n_br_fiscal_ncm_18899_52c0c407,7208.40.00,,
__export__.l10n_br_fiscal_ncm_18900_ac783c25,7208.51.00,,
__export__.l10n_br_fiscal_ncm_18901_2461048a,7208.52.00,,
__export__.l10n_br_fiscal_ncm_18902_a3a13ce5,7208.53.00,,
__export__.l10n_br_fiscal_ncm_18903_91380215,7208.54.00,,
__export__.l10n_br_fiscal_ncm_18904_0560281b,7208.90.00,,
__export__.l10n_br_fiscal_ncm_18905_cef63f14,7209.15.00,,
__export__.l10n_br_fiscal_ncm_18906_c239ebc9,7209.16.00,,
__export__.l10n_br_fiscal_ncm_18907_6fdcde7f,7209.17.00,,
__export__.l10n_br_fiscal_ncm_18908_efe99a17,7209.18.00,,
__export__.l10n_br_fiscal_ncm_18909_c4f483e4,7209.25.00,,
__export__.l10n_br_fiscal_ncm_18910_eb6e8c17,7209.26.00,,
__export__.l10n_br_fiscal_ncm_18911_6cd728c5,7209.27.00,,
__export__.l10n_br_fiscal_ncm_18912_11ed738c,7209.28.00,,
__export__.l10n_br_fiscal_ncm_18913_7b6e0892,7209.90.00,,
__export__.l10n_br_fiscal_ncm_18914_16217399,7210.11.00,,
__export__.l10n_br_fiscal_ncm_18915_1f34dd72,7210.12.00,,
__export__.l10n_br_fiscal_ncm_18916_800bf19b,7210.20.00,,
__export__.l10n_br_fiscal_ncm_18917_f3414fdc,7210.30.10,,
__export__.l10n_br_fiscal_ncm_18918_9b22fd84,7210.30.90,,
__export__.l10n_br_fiscal_ncm_18919_85236c57,7210.41.10,,
__export__.l10n_br_fiscal_ncm_18920_27cfd552,7210.41.90,,
__export__.l10n_br_fiscal_ncm_18921_b348684d,7210.49.10,,
__export__.l10n_br_fiscal_ncm_18922_ec684ae0,7210.49.90,,
__export__.l10n_br_fiscal_ncm_18923_e2b75204,7210.50.00,,
__export__.l10n_br_fiscal_ncm_18924_c5fa7a29,7210.61.00,,
__export__.l10n_br_fiscal_ncm_18925_e2af02f5,7210.69.11,,
__export__.l10n_br_fiscal_ncm_18926_877e81da,7210.69.19,,
__export__.l10n_br_fiscal_ncm_18927_ceed77ef,7210.69.90,,
__export__.l10n_br_fiscal_ncm_18928_7561bfc2,7210.70.10,,
__export__.l10n_br_fiscal_ncm_18929_78e826fe,7210.70.20,,
__export__.l10n_br_fiscal_ncm_18930_bf4ce4f2,7210.90.00,,
__export__.l10n_br_fiscal_ncm_18931_af8f65ca,7211.13.00,,
__export__.l10n_br_fiscal_ncm_18932_1cd8d2cb,7211.14.00,,
__export__.l10n_br_fiscal_ncm_18933_fa00c4b2,7211.19.00,,
__export__.l10n_br_fiscal_ncm_18934_ec517a13,7211.23.00,,
__export__.l10n_br_fiscal_ncm_18935_14699cc3,7211.29.10,,
__export__.l10n_br_fiscal_ncm_18936_29677860,7211.29.20,,
__export__.l10n_br_fiscal_ncm_18937_75ca8276,7211.90.10,,
__export__.l10n_br_fiscal_ncm_18938_ebb1dca8,7211.90.90,,
__export__.l10n_br_fiscal_ncm_18939_a1043845,7212.10.00,,
__export__.l10n_br_fiscal_ncm_18940_203789ac,7212.20.10,,
__export__.l10n_br_fiscal_ncm_18941_aacf32bd,7212.20.90,,
__export__.l10n_br_fiscal_ncm_18942_986ba50d,7212.30.00,,
__export__.l10n_br_fiscal_ncm_18943_5abc5392,7212.40.10,,
__export__.l10n_br_fiscal_ncm_18944_d22bc7b3,7212.40.21,,
__export__.l10n_br_fiscal_ncm_18945_f45ae4ae,7212.40.29,,
__export__.l10n_br_fiscal_ncm_18946_c8763c3e,7212.50.10,,
__export__.l10n_br_fiscal_ncm_18947_822d6274,7212.50.90,,
__export__.l10n_br_fiscal_ncm_18948_d3c0477f,7212.60.00,,
__export__.l10n_br_fiscal_ncm_18949_05c3c2ed,7213.10.00,,
__export__.l10n_br_fiscal_ncm_18950_86eb1b3c,7213.20.00,,
__export__.l10n_br_fiscal_ncm_18951_6364ba9c,7213.91.10,,
__export__.l10n_br_fiscal_ncm_18952_8be727c1,7213.91.90,,
__export__.l10n_br_fiscal_ncm_18953_b9c6c9fa,7213.99.10,,
__export__.l10n_br_fiscal_ncm_18954_23b9528c,7213.99.90,,
__export__.l10n_br_fiscal_ncm_18955_a1cb3000,7214.10.10,,
__export__.l10n_br_fiscal_ncm_18956_f34abb51,7214.10.90,,
__export__.l10n_br_fiscal_ncm_18957_687d9f9d,7214.20.00,,
__export__.l10n_br_fiscal_ncm_18958_b1513eb3,7214.30.00,,
__export__.l10n_br_fiscal_ncm_18959_25a7c29a,7214.91.00,,
__export__.l10n_br_fiscal_ncm_18960_41857eb5,7214.99.10,,
__export__.l10n_br_fiscal_ncm_18961_d10c00c0,7214.99.90,,
__export__.l10n_br_fiscal_ncm_18962_b95a1d0b,7215.10.00,,
__export__.l10n_br_fiscal_ncm_18963_b5ee39fa,7215.50.00,,
__export__.l10n_br_fiscal_ncm_18964_314640cb,7215.90.10,,
__export__.l10n_br_fiscal_ncm_18965_9fb5890f,7215.90.90,,
__export__.l10n_br_fiscal_ncm_18966_01c78304,7216.10.00,,
__export__.l10n_br_fiscal_ncm_18967_dcf17623,7216.21.00,,
__export__.l10n_br_fiscal_ncm_18968_f39c4c3f,7216.22.00,,
__export__.l10n_br_fiscal_ncm_18969_c2118905,7216.31.00,,
__export__.l10n_br_fiscal_ncm_18970_61e1bc28,7216.32.00,,
__export__.l10n_br_fiscal_ncm_18971_847b8a29,7216.33.00,,
__export__.l10n_br_fiscal_ncm_18972_cc837c21,7216.40.10,,
__export__.l10n_br_fiscal_ncm_18973_c2d10f97,7216.40.90,,
__export__.l10n_br_fiscal_ncm_18974_f11b562a,7216.50.00,,
__export__.l10n_br_fiscal_ncm_18975_3f0cbf37,7216.61.10,,
__export__.l10n_br_fiscal_ncm_18976_be68c2d9,7216.61.90,,
__export__.l10n_br_fiscal_ncm_18977_c639bb2f,7216.69.10,,
__export__.l10n_br_fiscal_ncm_18978_8dda99c7,7216.69.90,,
__export__.l10n_br_fiscal_ncm_18979_e6cd8b41,7216.91.00,,
__export__.l10n_br_fiscal_ncm_18980_4717aab1,7216.99.00,,
__export__.l10n_br_fiscal_ncm_18981_80806bee,7217.10.11,,
__export__.l10n_br_fiscal_ncm_18982_dd4f6b63,7217.10.19,,
__export__.l10n_br_fiscal_ncm_18983_c93f18ba,7217.10.90,,
__export__.l10n_br_fiscal_ncm_18984_76982b64,7217.20.10,,
__export__.l10n_br_fiscal_ncm_18985_fcf7fc21,7217.20.90,,
__export__.l10n_br_fiscal_ncm_18986_d6cb9c8b,7217.30.10,,
__export__.l10n_br_fiscal_ncm_18987_3d4676b8,7217.30.90,,
__export__.l10n_br_fiscal_ncm_18988_61f0df6c,7217.90.00,,
__export__.l10n_br_fiscal_ncm_18989_1f737758,7218.10.00,,
__export__.l10n_br_fiscal_ncm_18990_826359c8,7218.91.00,,
__export__.l10n_br_fiscal_ncm_18991_b02c25fa,7218.99.00,,
__export__.l10n_br_fiscal_ncm_18992_9ba8b785,7219.11.00,,
__export__.l10n_br_fiscal_ncm_18993_8d1bc345,7219.12.00,,
__export__.l10n_br_fiscal_ncm_18994_335169fb,7219.13.00,,
__export__.l10n_br_fiscal_ncm_18995_4470b41e,7219.14.00,,
__export__.l10n_br_fiscal_ncm_18996_74ce5eba,7219.21.00,,
__export__.l10n_br_fiscal_ncm_18997_1d678390,7219.22.00,,
__export__.l10n_br_fiscal_ncm_18998_6bfefcdf,7219.23.00,,
__export__.l10n_br_fiscal_ncm_18999_b8d440de,7219.24.00,,
__export__.l10n_br_fiscal_ncm_19000_3250cdbe,7219.31.00,,
__export__.l10n_br_fiscal_ncm_19001_a2b9bd4f,7219.32.00,,
__export__.l10n_br_fiscal_ncm_19002_676a8dbe,7219.33.00,,
__export__.l10n_br_fiscal_ncm_19003_fe70c75b,7219.34.00,,
__export__.l10n_br_fiscal_ncm_19004_ed02656a,7219.35.00,,
__export__.l10n_br_fiscal_ncm_19005_a5dd9f71,7219.90.10,,
__export__.l10n_br_fiscal_ncm_19006_f010cf8e,7219.90.90,,
__export__.l10n_br_fiscal_ncm_19007_3bfd1596,7220.11.00,,
__export__.l10n_br_fiscal_ncm_19008_ebf96edd,7220.12.10,,
__export__.l10n_br_fiscal_ncm_19009_8a0e18aa,7220.12.20,,
__export__.l10n_br_fiscal_ncm_19010_085a1165,7220.12.90,,
__export__.l10n_br_fiscal_ncm_19011_3b8e335f,7220.20.10,,
__export__.l10n_br_fiscal_ncm_19012_10f74d13,7220.20.90,,
__export__.l10n_br_fiscal_ncm_19013_515be811,7220.90.00,,
__export__.l10n_br_fiscal_ncm_19014_7fc9ac98,7221.00.00,,
__export__.l10n_br_fiscal_ncm_19015_23520327,7222.11.00,,
__export__.l10n_br_fiscal_ncm_19016_ef68d49d,7222.19.10,,
__export__.l10n_br_fiscal_ncm_19017_d364e177,7222.19.90,,
__export__.l10n_br_fiscal_ncm_19018_e2bfe950,7222.20.00,,
__export__.l10n_br_fiscal_ncm_19019_9987393b,7222.30.00,,
__export__.l10n_br_fiscal_ncm_19020_1c3db69f,7222.40.10,,
__export__.l10n_br_fiscal_ncm_19021_8e055075,7222.40.90,,
__export__.l10n_br_fiscal_ncm_19022_144b110c,7223.00.00,,
__export__.l10n_br_fiscal_ncm_19023_42f41a51,7224.10.00,,
__export__.l10n_br_fiscal_ncm_19024_20304473,7224.90.00,,
__export__.l10n_br_fiscal_ncm_19025_b57f3211,7225.11.00,,
__export__.l10n_br_fiscal_ncm_19026_29ddb959,7225.19.00,,
__export__.l10n_br_fiscal_ncm_19027_78879ae8,7225.30.00,,
__export__.l10n_br_fiscal_ncm_19028_58dd8450,7225.40.10,,
__export__.l10n_br_fiscal_ncm_19029_92f37f8e,7225.40.20,,
__export__.l10n_br_fiscal_ncm_19030_801c07fd,7225.40.90,,
__export__.l10n_br_fiscal_ncm_19031_4a6eb59c,7225.50.10,,
__export__.l10n_br_fiscal_ncm_19032_236b60b1,7225.50.90,,
__export__.l10n_br_fiscal_ncm_19033_09ac0a68,7225.91.00,,
__export__.l10n_br_fiscal_ncm_19034_83d8cad8,7225.92.00,,
__export__.l10n_br_fiscal_ncm_19035_1fbf80f9,7225.99.10,,
__export__.l10n_br_fiscal_ncm_19036_8a105792,7225.99.90,,
__export__.l10n_br_fiscal_ncm_19037_6cca3a7c,7226.11.00,,
__export__.l10n_br_fiscal_ncm_19038_bc60ac62,7226.19.00,,
__export__.l10n_br_fiscal_ncm_19039_295b757a,7226.20.10,,
__export__.l10n_br_fiscal_ncm_19040_d13f634e,7226.20.90,,
__export__.l10n_br_fiscal_ncm_19041_51e1194a,7226.91.00,,
__export__.l10n_br_fiscal_ncm_19042_7b5e66cc,7226.92.00,,
__export__.l10n_br_fiscal_ncm_19043_5f90a6c7,7226.99.00,,
__export__.l10n_br_fiscal_ncm_19044_96f850cb,7227.10.00,,
__export__.l10n_br_fiscal_ncm_19045_6e163aaa,7227.20.00,,
__export__.l10n_br_fiscal_ncm_19046_6e312bd8,7227.90.00,,
__export__.l10n_br_fiscal_ncm_19047_a7678dcd,7228.10.10,,
__export__.l10n_br_fiscal_ncm_19048_4de2e45a,7228.10.90,,
__export__.l10n_br_fiscal_ncm_19049_034357de,7228.20.00,,
__export__.l10n_br_fiscal_ncm_19050_8670678f,7228.30.00,,
__export__.l10n_br_fiscal_ncm_19051_14389710,7228.40.00,,
__export__.l10n_br_fiscal_ncm_19052_3216f925,7228.50.00,,
__export__.l10n_br_fiscal_ncm_19053_7b012286,7228.60.00,,
__export__.l10n_br_fiscal_ncm_19054_c447cb07,7228.70.00,,
__export__.l10n_br_fiscal_ncm_19055_dc9bd30e,7228.80.00,,
__export__.l10n_br_fiscal_ncm_19056_13cfd3f7,7229.20.00,,
__export__.l10n_br_fiscal_ncm_19057_a38f32ef,7229.90.00,,
__export__.l10n_br_fiscal_ncm_19058_eb062a98,7301.10.00,,
__export__.l10n_br_fiscal_ncm_19059_af86524f,7301.20.00,,
__export__.l10n_br_fiscal_ncm_19060_0be50331,7302.10.10,,
__export__.l10n_br_fiscal_ncm_19061_3c6bee30,7302.10.90,,
__export__.l10n_br_fiscal_ncm_19062_8f5dad01,7302.30.00,,
__export__.l10n_br_fiscal_ncm_19063_d8d31ba0,7302.40.00,,
__export__.l10n_br_fiscal_ncm_19064_ba7d6a2c,7302.90.00,,
__export__.l10n_br_fiscal_ncm_19065_e185132a,7303.00.00,,
__export__.l10n_br_fiscal_ncm_19066_e77d72a9,7304.11.00,,
__export__.l10n_br_fiscal_ncm_19067_84c4e71b,7304.19.00,,
__export__.l10n_br_fiscal_ncm_19068_e3bf3978,7304.22.00,,
__export__.l10n_br_fiscal_ncm_19069_c0b646ce,7304.23.10,,
__export__.l10n_br_fiscal_ncm_19070_ff1aed03,7304.23.90,,
__export__.l10n_br_fiscal_ncm_19071_9ead502b,7304.24.00,,
__export__.l10n_br_fiscal_ncm_19072_41c9b7ee,7304.29.10,,
__export__.l10n_br_fiscal_ncm_19073_46d873e7,7304.29.31,,
__export__.l10n_br_fiscal_ncm_19074_82251320,7304.29.39,,
__export__.l10n_br_fiscal_ncm_19075_bf2ba0c0,7304.29.90,,
__export__.l10n_br_fiscal_ncm_19076_595d9cd6,7304.31.10,,
__export__.l10n_br_fiscal_ncm_19077_893f3d99,7304.31.90,,
__export__.l10n_br_fiscal_ncm_19078_f8d9daa8,7304.39.10,,
__export__.l10n_br_fiscal_ncm_19079_06586745,7304.39.20,,
__export__.l10n_br_fiscal_ncm_19080_49112048,7304.39.90,,
__export__.l10n_br_fiscal_ncm_19081_fd952b86,7304.41.10,,
__export__.l10n_br_fiscal_ncm_19082_4697dd6b,7304.41.90,,
__export__.l10n_br_fiscal_ncm_19083_90073aeb,7304.49.00,,
__export__.l10n_br_fiscal_ncm_19084_5df4f191,7304.51.11,,
__export__.l10n_br_fiscal_ncm_19085_9813e434,7304.51.19,,
__export__.l10n_br_fiscal_ncm_19086_a752a473,7304.51.90,,
__export__.l10n_br_fiscal_ncm_19087_a76dca8b,7304.59.10,,
__export__.l10n_br_fiscal_ncm_19088_374504fb,7304.59.90,,
__export__.l10n_br_fiscal_ncm_19089_22dc6f02,7304.90.11,,
__export__.l10n_br_fiscal_ncm_19090_d10c41cc,7304.90.19,,
__export__.l10n_br_fiscal_ncm_19091_bbd889f1,7304.90.90,,
__export__.l10n_br_fiscal_ncm_19092_1e84e93d,7305.11.00,,
__export__.l10n_br_fiscal_ncm_19093_25fa7d6f,7305.12.00,,
__export__.l10n_br_fiscal_ncm_19094_e717a984,7305.19.00,,
__export__.l10n_br_fiscal_ncm_19095_fa7d45c5,7305.20.00,,
__export__.l10n_br_fiscal_ncm_19096_942620d3,7305.31.00,,
__export__.l10n_br_fiscal_ncm_19097_ca0105ec,7305.39.00,,
__export__.l10n_br_fiscal_ncm_19098_a1dc5c99,7305.90.00,,
__export__.l10n_br_fiscal_ncm_19099_7352a718,7306.11.00,,
__export__.l10n_br_fiscal_ncm_19100_68780115,7306.19.00,,
__export__.l10n_br_fiscal_ncm_19101_f039a6c2,7306.21.00,,
__export__.l10n_br_fiscal_ncm_19102_7937476f,7306.29.00,,
__export__.l10n_br_fiscal_ncm_19103_8586212d,7306.30.00,,
__export__.l10n_br_fiscal_ncm_19104_ce8b7434,7306.40.00,,
__export__.l10n_br_fiscal_ncm_19105_0de3f159,7306.50.00,,
__export__.l10n_br_fiscal_ncm_19106_f4eb2225,7306.61.00,,
__export__.l10n_br_fiscal_ncm_19107_9a4ad4f9,7306.69.00,,
__export__.l10n_br_fiscal_ncm_19108_74ed5459,7306.90.10,,
__export__.l10n_br_fiscal_ncm_19109_ee4c9160,7306.90.20,,
__export__.l10n_br_fiscal_ncm_19110_c655c4ab,7306.90.90,,
__export__.l10n_br_fiscal_ncm_19111_4671ad49,7307.11.00,,
__export__.l10n_br_fiscal_ncm_19112_d50ebc5f,7307.19.10,,
__export__.l10n_br_fiscal_ncm_19113_d8cafa96,7307.19.20,,
__export__.l10n_br_fiscal_ncm_19114_17f82c38,7307.19.90,,
__export__.l10n_br_fiscal_ncm_19115_fb35759c,7307.21.00,,
__export__.l10n_br_fiscal_ncm_19116_a1e59008,7307.22.00,,
__export__.l10n_br_fiscal_ncm_19117_bf373dad,7307.23.00,,
__export__.l10n_br_fiscal_ncm_19118_97d11594,7307.29.00,,
__export__.l10n_br_fiscal_ncm_19119_546c1486,7307.91.00,,
__export__.l10n_br_fiscal_ncm_19120_5e0da482,7307.92.00,,
__export__.l10n_br_fiscal_ncm_19121_ae0c0f15,7307.93.00,,
__export__.l10n_br_fiscal_ncm_19122_b5043bf8,7307.99.00,,
__export__.l10n_br_fiscal_ncm_19123_68bac563,7308.10.00,,
__export__.l10n_br_fiscal_ncm_19124_938e225f,7308.20.00,,
__export__.l10n_br_fiscal_ncm_19125_7704c5e6,7308.30.00,,
__export__.l10n_br_fiscal_ncm_19126_88e7989d,7308.40.00,,
__export__.l10n_br_fiscal_ncm_19127_5e4c73a9,7308.90.10,,
__export__.l10n_br_fiscal_ncm_19128_4b626b8b,7308.90.90,,
__export__.l10n_br_fiscal_ncm_19129_5765612f,7308.90.90,1,
__export__.l10n_br_fiscal_ncm_19130_7ee8fcc0,7309.00.10,,
__export__.l10n_br_fiscal_ncm_19131_a57fc7e6,7309.00.20,,
__export__.l10n_br_fiscal_ncm_19132_07fb41ea,7309.00.90,,
__export__.l10n_br_fiscal_ncm_19133_7f7eae1d,7310.10.10,,
__export__.l10n_br_fiscal_ncm_19134_69dae8d4,7310.10.90,,
__export__.l10n_br_fiscal_ncm_19135_61a13730,7310.21.10,,
__export__.l10n_br_fiscal_ncm_19136_c496eed3,7310.21.90,,
__export__.l10n_br_fiscal_ncm_19137_b1389896,7310.29.10,,
__export__.l10n_br_fiscal_ncm_19138_11dcb7e2,7310.29.20,,
__export__.l10n_br_fiscal_ncm_19139_29d0f279,7310.29.90,,
__export__.l10n_br_fiscal_ncm_19140_ce4631c7,7311.00.00,,
__export__.l10n_br_fiscal_ncm_19141_cca9d1a1,7312.10.10,,
__export__.l10n_br_fiscal_ncm_19142_471ac760,7312.10.90,,
__export__.l10n_br_fiscal_ncm_19143_0a2f31cc,7312.10.90,1,
__export__.l10n_br_fiscal_ncm_19144_3215a025,7312.90.00,,
__export__.l10n_br_fiscal_ncm_19145_4b3146e7,7313.00.00,,
__export__.l10n_br_fiscal_ncm_19146_6566b23b,7314.12.00,,
__export__.l10n_br_fiscal_ncm_19147_7fba3fc0,7314.14.00,,
__export__.l10n_br_fiscal_ncm_19148_5b8b1747,7314.19.00,,
__export__.l10n_br_fiscal_ncm_19149_8629c569,7314.20.00,,
__export__.l10n_br_fiscal_ncm_19150_111ad47c,7314.20.00,1,
__export__.l10n_br_fiscal_ncm_19151_b4407a13,7314.31.00,,
__export__.l10n_br_fiscal_ncm_19152_3c3d43e8,7314.39.00,,
__export__.l10n_br_fiscal_ncm_19153_23f9a0a5,7314.39.00,1,
__export__.l10n_br_fiscal_ncm_19154_5ff72a7e,7314.41.00,,
__export__.l10n_br_fiscal_ncm_19155_853d0730,7314.42.00,,
__export__.l10n_br_fiscal_ncm_19156_0eacc20a,7314.49.00,,
__export__.l10n_br_fiscal_ncm_19157_4e0f7cf6,7314.50.00,,
__export__.l10n_br_fiscal_ncm_19158_b5207948,7315.11.00,,
__export__.l10n_br_fiscal_ncm_19159_68d6164e,7315.12.10,,
__export__.l10n_br_fiscal_ncm_19160_9ecd34b3,7315.12.90,,
__export__.l10n_br_fiscal_ncm_19161_96543c01,7315.19.00,,
__export__.l10n_br_fiscal_ncm_19162_d05131a7,7315.20.00,,
__export__.l10n_br_fiscal_ncm_19163_dcd22852,7315.81.00,,
__export__.l10n_br_fiscal_ncm_19164_7ecb97c8,7315.82.00,,
__export__.l10n_br_fiscal_ncm_19165_3b17e602,7315.89.00,,
__export__.l10n_br_fiscal_ncm_19166_2d69f61c,7315.90.00,,
__export__.l10n_br_fiscal_ncm_19167_7e9d8b21,7316.00.00,,
__export__.l10n_br_fiscal_ncm_19168_4e082c95,7317.00.10,,
__export__.l10n_br_fiscal_ncm_19169_b6c0c720,7317.00.20,,
__export__.l10n_br_fiscal_ncm_19170_5f635678,7317.00.30,,
__export__.l10n_br_fiscal_ncm_19171_08a30804,7317.00.90,,
__export__.l10n_br_fiscal_ncm_19172_12d36832,7318.11.00,,
__export__.l10n_br_fiscal_ncm_19173_0be548d4,7318.12.00,,
__export__.l10n_br_fiscal_ncm_19174_af4dc1a3,7318.13.00,,
__export__.l10n_br_fiscal_ncm_19175_99b83f76,7318.14.00,,
__export__.l10n_br_fiscal_ncm_19176_91e0d82d,7318.15.00,,
__export__.l10n_br_fiscal_ncm_19177_1e7fee8d,7318.16.00,,
__export__.l10n_br_fiscal_ncm_19178_aa9273b7,7318.19.00,,
__export__.l10n_br_fiscal_ncm_19179_b32450bc,7318.21.00,,
__export__.l10n_br_fiscal_ncm_19180_fcece861,7318.22.00,,
__export__.l10n_br_fiscal_ncm_19181_7da45869,7318.23.00,,
__export__.l10n_br_fiscal_ncm_19182_401526be,7318.24.00,,
__export__.l10n_br_fiscal_ncm_19183_2b25d1e8,7318.29.00,,
__export__.l10n_br_fiscal_ncm_19184_7f7049ee,7319.40.00,,
__export__.l10n_br_fiscal_ncm_19185_d83d4fb8,7319.90.00,,
__export__.l10n_br_fiscal_ncm_19186_c037ca73,7320.10.00,,
__export__.l10n_br_fiscal_ncm_19187_3d65d943,7320.10.00,1,
__export__.l10n_br_fiscal_ncm_19188_e02c5986,7320.20.10,,
__export__.l10n_br_fiscal_ncm_19189_e8a907ba,7320.20.90,,
__export__.l10n_br_fiscal_ncm_19190_5e1e55b3,7320.90.00,,
__export__.l10n_br_fiscal_ncm_19191_39c1a630,7321.11.00,,
__export__.l10n_br_fiscal_ncm_19192_848a0a34,7321.11.00,1,
__export__.l10n_br_fiscal_ncm_19193_e9904f89,7321.12.00,,
__export__.l10n_br_fiscal_ncm_19194_f14b4851,7321.12.00,1,
__export__.l10n_br_fiscal_ncm_19195_0aaa19c1,7321.19.00,,
__export__.l10n_br_fiscal_ncm_19196_110040d3,7321.19.00,1,
__export__.l10n_br_fiscal_ncm_19197_089ce53a,7321.81.00,,
__export__.l10n_br_fiscal_ncm_19198_de9c1746,7321.82.00,,
__export__.l10n_br_fiscal_ncm_19199_12664791,7321.89.00,,
__export__.l10n_br_fiscal_ncm_19200_20a9270f,7321.90.00,,
__export__.l10n_br_fiscal_ncm_19201_147f31c1,7321.90.00,1,
__export__.l10n_br_fiscal_ncm_19202_bd98d798,7322.11.00,,
__export__.l10n_br_fiscal_ncm_19203_248e0e7c,7322.19.00,,
__export__.l10n_br_fiscal_ncm_19204_63f56f0c,7322.90.10,,
__export__.l10n_br_fiscal_ncm_19205_0b3bf55a,7322.90.90,,
__export__.l10n_br_fiscal_ncm_19206_ccfdfb9b,7323.10.00,,
__export__.l10n_br_fiscal_ncm_19207_69009f72,7323.10.00,1,
__export__.l10n_br_fiscal_ncm_19208_515091da,7323.91.00,,
__export__.l10n_br_fiscal_ncm_19209_0a2fc5d2,7323.92.00,,
